ID,Type,Entity,Policy,IaC
CKV2_GCP_3,resource,google_logging_project_sink,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_compute_address,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_sourcerepo_repository_iam,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_iap_brand,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_folder_iam_audit_config,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_compute_instance_from_template,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_compute_region_disk_resource_policy_attachment,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_logging_billing_account_exclusion,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_storage_object_access_control,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_app_engine_application,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_composer_environment,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_cloudfunctions_function,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_cloudfunctions_cloud_function_iam,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_compute_url_map,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_compute_target_ssl_proxy,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_service_account,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_deployment_manager_deployment,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_dataproc_cluster_iam,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_storage_hmac_key,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_bigtable_table,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_identity_platform_oauth_idp_config,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_healthcare_fhir_store,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_compute_target_https_proxy,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_container_analysis_note,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_filestore_instance,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_compute_project_metadata_item,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_storage_default_object_access_control,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_compute_attached_disk,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_app_engine_firewall_rule,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_logging_project_exclusion,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_kms_key_ring_import_job,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_access_context_manager_access_policy,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_access_context_manager_service_perimeter_resource,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_healthcare_fhir_store_iam,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_monitoring_dashboard,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_monitoring_slo,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_service_account_iam,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_compute_region_disk,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_compute_region_target_https_proxy,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_compute_snapshot,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_identity_platform_default_supported_idp_config,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_compute_health_check,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_storage_bucket_iam,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_compute_backend_bucket,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_storage_bucket_object,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_compute_forwarding_rule,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_logging_folder_bucket_config,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_iap_web_type_app_engine_iam,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_compute_backend_service_signed_url_key,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_compute_node_group,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_folder,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_sql_source_representation_instance,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_healthcare_dicom_store,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_spanner_instance,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_compute_network_peering_routes_config,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_compute_security_policy,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_storage_bucket_access_control,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_container_registry,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_kms_key_ring_iam,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_os_config_patch_deployment,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_dns_policy,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_compute_instance_group,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_compute_subnetwork,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_dialogflow_entity_type,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_logging_metric,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_binary_authorization_attestor_iam,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_compute_vpn_gateway,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_compute_image,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_storage_object_acl,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_compute_shared_vpc_service_project,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_dialogflow_intent,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_compute_reservation,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_compute_target_http_proxy,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_bigquery_job,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_logging_project_bucket_config,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_storage_notification,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_compute_region_autoscaler,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_endpoints_service_iam,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_compute_router_nat,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_folder_organization_policy,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_organization_iam_policy,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_identity_platform_tenant_default_supported_idp_config,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_logging_billing_account_bucket_config,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_organization_iam_audit_config,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_compute_http_health_check,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_data_catalog_tag_template,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_compute_target_tcp_proxy,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_3,resource,google_organization_iam_custom_role,Ensure that there are only GCP-managed service account keys for each service account,Terraform
CKV2_GCP_4,resource,google_logging_organization_sink,Ensure that retention policies on log buckets are configured using Bucket Lock,Terraform
CKV2_GCP_4,resource,google_logging_folder_sink,Ensure that retention policies on log buckets are configured using Bucket Lock,Terraform
CKV2_GCP_4,resource,google_logging_project_sink,Ensure that retention policies on log buckets are configured using Bucket Lock,Terraform
CKV2_GCP_4,resource,google_storage_bucket,Ensure that retention policies on log buckets are configured using Bucket Lock,Terraform
CKV2_GCP_5,resource,google_project_iam_audit_config,Ensure that Cloud Audit Logging is configured properly across all services and all users from a project,Terraform
CKV2_GCP_5,resource,google_project,Ensure that Cloud Audit Logging is configured properly across all services and all users from a project,Terraform
CKV2_GCP_6,resource,google_kms_crypto_key_iam_member,Ensure that Cloud KMS cryptokeys are not anonymously or publicly accessible,Terraform
CKV2_GCP_6,resource,google_kms_crypto_key,Ensure that Cloud KMS cryptokeys are not anonymously or publicly accessible,Terraform
CKV2_GCP_6,resource,google_kms_crypto_key_iam_binding,Ensure that Cloud KMS cryptokeys are not anonymously or publicly accessible,Terraform
CKV2_GCP_7,resource,google_sql_database_instance,Ensure that a MySQL database instance does not allow anyone to connect with administrative privileges,Terraform
CKV2_GCP_7,resource,google_sql_user,Ensure that a MySQL database instance does not allow anyone to connect with administrative privileges,Terraform
